2024-09-19T23:01:36Z,0.00
2024-09-19T23:01:52Z,0.00
2024-09-19T23:32:55Z,100.00
2024-09-19T23:33:30Z,99.61
2024-09-19T23:41:22Z,-0.10
2024-09-19T23:41:38Z,26.10
2024-09-19T23:41:56Z,22.97
2024-09-19T23:42:25Z,22.97
2024-09-19T23:42:40Z,23.26
2024-09-19T23:44:07Z,100.00
2024-09-19T23:01:36Z,0.00
2024-09-19T23:01:52Z,0.00
2024-09-19T23:32:55Z,100.00
2024-09-19T23:33:30Z,99.61
2024-09-19T23:41:22Z,-0.10
2024-09-19T23:41:38Z,26.10
2024-09-19T23:41:56Z,22.97
2024-09-19T23:42:25Z,22.97
2024-09-19T23:42:40Z,23.26
2024-09-19T23:44:07Z,100.00
2024-09-21T06:10:45Z,45.75
2024-09-21T06:11:01Z,46.33
2024-09-21T06:11:16Z,46.92
2024-09-21T06:11:32Z,47.21
2024-09-21T06:11:48Z,47.61
2024-09-21T06:12:03Z,47.80
2024-09-21T06:12:59Z,48.09
2024-09-21T06:14:31Z,48.29
2024-09-21T06:14:47Z,48.68
2024-09-21T06:15:03Z,48.88
2024-09-21T06:10:45Z,45.75
2024-09-21T06:11:01Z,46.33
2024-09-21T06:11:16Z,46.92
2024-09-21T06:11:32Z,47.21
2024-09-21T06:11:48Z,47.61
2024-09-21T06:12:03Z,47.80
2024-09-21T06:12:59Z,48.09
2024-09-21T06:14:31Z,48.29
2024-09-21T06:14:47Z,48.68
2024-09-21T06:15:03Z,48.88
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
2024-09-21T09:54:52Z,58.16
2024-09-21T09:55:08Z,58.16
2024-09-21T09:55:24Z,58.16
2024-09-21T09:55:40Z,58.16
2024-09-21T09:55:56Z,58.16
2024-09-21T09:56:12Z,58.16
2024-09-21T09:56:28Z,58.06
2024-09-21T09:56:44Z,58.06
2024-09-21T09:57:01Z,58.16
2024-09-21T09:57:17Z,58.06
