2024-09-19T23:01:36Z,29.80
2024-09-19T23:01:52Z,29.80
2024-09-19T23:32:55Z,nan
2024-09-19T23:33:30Z,nan
2024-09-19T23:41:22Z,29.80
2024-09-19T23:41:38Z,29.80
2024-09-19T23:41:56Z,29.80
2024-09-19T23:42:25Z,29.80
2024-09-19T23:42:40Z,29.80
2024-09-19T23:44:07Z,29.80
2024-09-19T23:01:36Z,29.80
2024-09-19T23:01:52Z,29.80
2024-09-19T23:32:55Z,nan
2024-09-19T23:33:30Z,nan
2024-09-19T23:41:22Z,29.80
2024-09-19T23:41:38Z,29.80
2024-09-19T23:41:56Z,29.80
2024-09-19T23:42:25Z,29.80
2024-09-19T23:42:40Z,29.80
2024-09-19T23:44:07Z,29.80
2024-09-21T06:10:45Z,35.60
2024-09-21T06:11:01Z,36.00
2024-09-21T06:11:16Z,36.30
2024-09-21T06:11:32Z,36.30
2024-09-21T06:11:48Z,36.30
2024-09-21T06:12:03Z,36.30
2024-09-21T06:12:59Z,36.90
2024-09-21T06:14:31Z,36.90
2024-09-21T06:14:47Z,36.30
2024-09-21T06:15:03Z,36.30
2024-09-21T06:10:45Z,35.60
2024-09-21T06:11:01Z,36.00
2024-09-21T06:11:16Z,36.30
2024-09-21T06:11:32Z,36.30
2024-09-21T06:11:48Z,36.30
2024-09-21T06:12:03Z,36.30
2024-09-21T06:12:59Z,36.90
2024-09-21T06:14:31Z,36.90
2024-09-21T06:14:47Z,36.30
2024-09-21T06:15:03Z,36.30
